position;colour
[70,136,-12];[103,79,55]
[68,140,-5];[91,70,51]
[69,140,-4];[90,69,50]
[2,64,-39];[44,18,5]
[45,135,-3];[44,20,8]
[70,143,-3];[121,101,74]
[69,135,-11];[98,76,52]
[63,137,0];[86,65,46]
[67,134,-11];[83,65,41]
[69,135,-12];[99,77,53]
[8,177,-71];[150,125,105]
[50,129,-17];[40,25,20]
[69,135,-13];[102,77,57]
[-31,16,-40];[66,45,24]
[38,146,15];[86,30,7]
[2,174,-70];[154,130,104]
[10,2,24];[64,41,25]
[-10,155,-56];[115,107,104]
[68,134,-12];[96,75,48]
[69,134,-13];[100,73,56]
[68,141,-2];[95,75,51]
[68,141,-3];[92,71,50]
[40,187,18];[255,174,19]
[74,191,-6];[37,20,13]
[69,141,-2];[96,74,53]
[1,112,-43];[98,33,5]
[61,134,-7];[84,64,40]
[50,64,-24];[31,21,11]
[61,133,-8];[85,64,45]
[16,194,15];[236,152,17]
[41,126,-56];[82,60,37]
[0,69,19];[98,39,5]
[22,132,-56];[78,61,43]
[60,134,-5];[90,69,50]
[-24,141,-27];[126,54,29]
[60,133,-8];[85,63,40]
[61,133,-7];[84,63,42]
[43,148,-79];[113,92,61]
[44,129,1];[15,12,7]
[-1,174,-69];[153,129,103]
[71,141,-7];[96,72,46]
[29,193,17];[95,62,45]
[70,141,-7];[91,70,49]
[81,164,-32];[237,221,195]
[42,182,21];[241,122,6]
[69,140,-7];[91,70,49]
[11,110,19];[70,29,1]
[81,137,-22];[114,91,73]
[10,53,14];[133,59,20]
[69,139,-8];[94,74,50]
[62,174,-54];[120,46,1]
[10,133,-49];[54,25,17]
[70,140,-7];[91,70,51]
[-6,9,38];[131,97,49]
[69,139,-7];[91,70,51]
[62,137,-2];[86,67,50]
[62,136,-3];[94,74,50]
[24,223,-17];[253,214,25]
[82,143,-32];[122,104,84]
[-27,129,-21];[15,15,17]
[74,198,-7];[251,192,10]
[63,189,5];[232,215,187]
[61,136,-2];[91,72,57]
[76,130,-35];[102,80,59]
[-14,96,-23];[91,40,13]
[61,136,-3];[93,70,52]
[62,136,-2];[89,71,47]
[59,132,-7];[86,65,46]
[59,133,-6];[87,64,48]
[14,0,33];[28,25,20]
[60,133,-6];[88,66,45]
[34,140,14];[31,23,8]
[-22,90,-28];[39,17,3]
[65,137,-5];[95,75,51]
[40,116,-39];[13,14,16]
[-14,164,-29];[60,33,22]
[28,174,-70];[156,137,105]
[65,136,-5];[95,75,51]
[-2,148,13];[183,77,0]
[25,90,18];[31,26,20]
[67,137,-8];[97,77,52]
[66,137,-7];[98,77,58]
[68,143,1];[98,80,60]
[65,129,-20];[93,71,47]
[67,142,2];[96,76,52]
[-29,103,-33];[129,51,2]
[10,221,-27];[238,155,37]
[67,142,1];[96,75,56]
[8,151,8];[110,48,9]
[68,142,1];[93,75,53]
[37,191,18];[245,149,29]
[-71,7,-68];[27,24,9]
[67,137,-9];[97,76,55]
[-9,67,-4];[40,16,4]
[66,135,-10];[105,84,67]
[67,136,-9];[97,76,55]
[43,186,-65];[138,98,70]
[70,175,-13];[61,35,18]
[63,137,-2];[87,65,42]
[63,137,-1];[89,68,51]
[34,60,-45];[109,52,9]
[39,141,-76];[98,76,53]
[66,139,-2];[95,74,53]
[66,138,-4];[97,75,51]
[67,138,-4];[96,76,51]
[64,139,0];[84,63,44]
[-14,108,2];[86,33,1]
[46,103,-35];[60,23,7]
[-21,0,54];[85,72,63]
[63,139,1];[90,68,45]
[-61,13,17];[194,157,89]
[63,138,0];[84,63,42]
[76,169,-34];[215,196,166]
[37,152,-78];[7,8,10]
[-27,101,-34];[56,14,0]
[35,180,21];[233,146,7]
[66,135,-11];[93,76,58]
[-35,15,-20];[142,131,99]
[66,135,-9];[95,77,57]
[-7,84,22];[55,25,1]
[-27,93,-32];[46,15,10]
[66,134,-11];[93,74,57]
[10,44,10];[79,38,10]
[67,168,13];[233,225,202]
[65,135,-8];[101,79,65]
[-43,13,11];[159,99,39]
[65,135,-7];[101,79,65]
[35,180,-64];[25,21,12]
[71,143,-4];[114,92,68]
[67,131,-52];[18,19,14]
[71,143,-5];[104,81,63]
[71,142,-6];[96,75,48]
[-3,143,-10];[112,54,17]
[72,142,-6];[104,80,56]
[-7,155,-68];[137,117,93]
[62,133,-7];[96,73,55]
[63,134,-8];[98,75,67]
[63,134,-7];[82,60,46]
[65,138,-2];[100,80,56]
[44,55,-33];[43,30,13]
[65,138,-3];[94,73,54]
[-1,64,-38];[64,27,8]
[65,137,-3];[102,81,64]
[14,74,17];[64,26,3]
[67,138,-5];[98,77,60]
[68,139,-6];[93,73,48]
[68,139,-7];[96,76,52]
[67,138,-6];[97,76,57]
[68,138,-7];[98,77,56]
[-63,7,-68];[32,25,15]
[63,139,2];[89,68,49]
[-12,53,-28];[44,24,13]
[-25,120,-35];[112,39,4]
[-23,89,-27];[26,11,6]
[-25,19,7];[121,75,26]
[65,140,2];[85,67,43]
[65,139,1];[95,74,55]
[61,132,-11];[95,78,62]
[62,132,-10];[102,85,69]
[74,180,-21];[179,66,6]
[-8,202,-35];[214,128,29]
[63,132,-11];[98,80,66]
[18,27,-7];[63,35,14]
[32,34,-10];[72,37,15]
[69,143,-1];[112,90,69]
[34,163,-81];[162,139,105]
[69,142,-2];[113,91,70]
[69,142,-3];[109,89,65]
[-7,54,-19];[119,50,8]
[70,142,-2];[124,102,78]
[69,141,-3];[110,88,65]
[67,139,-3];[93,72,51]
[44,126,-56];[81,58,42]
[67,139,-4];[90,71,54]
[-5,113,-19];[72,36,10]
[-17,20,-9];[53,44,47]
[63,136,-3];[87,66,47]
[36,61,-45];[108,46,9]
[13,65,-45];[40,19,2]
[62,136,-4];[93,74,57]
[38,42,-21];[69,34,12]
[55,131,-9];[81,60,43]
[56,132,-8];[91,69,55]
[-5,86,-3];[56,20,8]
[54,132,-9];[82,64,44]
[65,134,-10];[104,87,77]
[65,134,-11];[97,78,61]
[64,134,-9];[89,70,55]
[-38,11,48];[203,148,66]
[3,49,4];[75,38,11]
[64,134,-10];[104,82,69]
[64,133,-11];[95,77,63]
[54,180,-59];[26,17,10]
[47,166,-74];[161,135,108]
[40,107,-40];[37,23,10]
[-10,160,-52];[56,34,20]
[69,141,-4];[111,89,66]
[25,65,-47];[63,22,2]
[64,140,-63];[27,21,23]
[70,141,-4];[109,88,61]
[39,208,-50];[252,159,28]
[8,45,-38];[33,19,8]
[48,143,11];[80,64,49]
[-7,170,-2];[109,57,36]
[71,140,-8];[97,73,47]
[70,139,-8];[95,75,51]
[54,182,16];[251,171,10]
[71,139,-9];[97,76,49]
[-4,112,-9];[13,15,4]
[-20,85,-30];[14,9,5]
[-6,58,13];[89,40,10]
[69,141,-5];[103,85,65]
[19,106,20];[40,21,6]
[38,214,-40];[166,109,54]
[68,177,-13];[24,13,9]
[69,140,-5];[105,84,63]
[61,133,-9];[91,69,55]
[60,132,-10];[94,72,59]
[59,132,-9];[92,71,54]
[6,94,24];[178,97,44]
[61,131,-11];[94,74,50]
[-49,5,-56];[39,36,19]
[67,141,-1];[96,75,58]
[14,71,-46];[75,38,12]
[68,141,-1];[88,67,46]
[70,176,-16];[71,35,9]
[71,138,-11];[100,76,52]
[28,109,-47];[85,21,0]
[71,137,-11];[98,74,50]
[26,91,18];[25,20,14]
[52,95,-15];[83,39,10]
[51,107,-18];[68,37,19]
[69,136,-10];[96,75,54]
[67,135,-10];[97,74,56]
[5,92,-45];[31,8,0]
[68,137,-10];[97,77,53]
[68,136,-11];[94,74,49]
[68,136,-10];[96,76,52]
[-63,7,-62];[31,28,19]
[4,76,-42];[72,32,7]
[-74,13,-18];[87,66,39]
[64,136,-6];[101,79,58]
[63,136,-5];[89,69,45]
[24,73,16];[59,32,11]
[22,45,-42];[65,36,18]
[64,136,-4];[95,75,51]
[-15,94,1];[121,49,8]
[67,139,-5];[96,75,56]
[1,151,-68];[117,94,78]
[70,138,-9];[97,76,55]
[62,179,-54];[130,46,0]
[9,220,-24];[96,55,37]
[3,177,-70];[153,132,105]
[17,118,22];[215,103,29]
[-5,83,-9];[104,40,5]
[70,138,-10];[97,76,55]
[69,138,-9];[95,74,53]
[66,202,-14];[169,75,11]
[15,0,52];[77,69,48]
[71,138,-10];[101,76,54]
[-16,171,-16];[158,78,15]
[70,137,-10];[94,74,49]
[62,135,-6];[89,68,47]
[-24,137,-20];[150,64,15]
[12,220,-34];[211,135,60]
[-17,87,9];[86,37,7]
[61,135,-5];[92,71,54]
[61,134,-6];[89,68,51]
[58,132,-7];[88,65,49]
[58,133,-6];[84,61,45]
[4,167,-72];[152,128,102]
[-8,173,-64];[155,134,107]
[61,198,3];[203,122,7]
[37,122,-41];[19,15,14]
[62,198,3];[236,144,9]
[-7,197,-45];[120,47,14]
[26,46,-42];[76,39,13]
[61,198,2];[185,104,12]
[-12,13,38];[208,158,73]
[62,197,3];[223,140,10]
[63,196,4];[237,151,12]
[62,198,4];[240,159,8]
[-27,84,-31];[120,59,15]
[-14,173,-49];[72,46,23]
[-1,8,1];[45,29,16]
[65,200,2];[250,142,7]
[64,196,4];[203,74,6]
[-3,160,-69];[139,118,89]
[60,198,0];[211,115,31]
[61,198,-1];[234,127,13]
[74,173,-29];[165,81,17]
[-18,77,-28];[116,49,7]
[-13,62,8];[87,38,8]
[6,192,-62];[159,135,109]
[40,157,19];[21,6,1]
[61,198,0];[198,112,39]
[61,199,1];[188,105,37]
[33,111,-45];[33,24,9]
[-25,0,58];[109,85,72]
[61,198,1];[94,50,11]
[75,144,-6];[144,122,101]
[16,81,-45];[51,27,15]
[-37,14,12];[199,150,81]
[61,200,-1];[234,135,18]
[63,199,3];[243,162,10]
[-78,6,-60];[37,30,20]
[61,199,0];[215,125,36]
[58,185,-59];[168,128,92]
[-4,82,-9];[107,42,4]
[-15,92,2];[101,49,9]
[81,138,-34];[126,95,75]
[-12,86,-20];[121,52,11]
[-16,91,2];[70,35,7]
[-3,66,-18];[78,34,7]
[-16,90,3];[40,20,9]
[76,155,-4];[219,198,169]
[-15,92,1];[101,41,7]
[-4,84,-9];[102,41,13]
[51,97,-29];[74,28,12]
[-79,6,-61];[38,27,21]
[-4,83,-8];[105,41,6]
[-11,126,10];[178,78,16]
[-4,84,-6];[72,25,9]
[25,124,-45];[17,12,8]
[-3,84,-6];[70,28,6]
[27,130,19];[26,17,10]
[-4,14,12];[158,122,74]
[-4,83,-6];[71,26,3]
[-4,83,-5];[68,25,8]
[52,84,-28];[104,35,2]
[35,75,-46];[25,14,12]
[40,104,-40];[78,32,6]
[-48,15,-20];[152,107,50]
[-15,172,-26];[117,53,26]
[-4,83,-4];[62,23,6]
[-6,85,-2];[53,20,13]
[-6,84,-3];[56,22,10]
[-37,15,-23];[173,157,142]
[-6,82,-3];[59,22,4]
[-15,168,-16];[146,50,0]
[9,47,-39];[34,17,9]
[-7,82,-2];[53,24,10]
[71,169,-53];[235,116,14]
[-8,85,-2];[52,18,6]
[11,168,12];[17,7,5]
[-64,7,-62];[35,28,20]
[-8,83,-2];[41,18,10]
[59,134,-4];[88,68,43]
[-9,82,-2];[6,7,11]
[-15,93,1];[112,44,5]
[64,193,4];[218,99,5]
[-64,11,-24];[39,31,20]
[-10,162,-46];[92,48,21]
[-16,92,3];[85,33,0]
[-42,13,12];[186,134,76]
[-8,80,-2];[9,8,6]
[19,40,13];[31,17,17]
[68,192,6];[249,170,13]
[-8,78,-2];[48,20,9]
[44,60,-5];[54,23,5]
[-15,85,0];[41,15,2]
[-13,187,-39];[140,54,3]
[36,216,-39];[237,128,1]
[-10,84,-1];[12,6,6]
[1,156,-74];[142,121,92]
[-10,83,-1];[8,8,10]
[-17,93,8];[111,56,15]
[-10,82,-1];[8,6,7]
[-15,176,-17];[35,33,34]
[-16,89,2];[77,35,11]
[43,189,16];[149,94,53]
[-23,118,-37];[39,20,14]
[-15,89,1];[55,23,8]
[-10,60,14];[84,39,10]
[-83,5,-39];[64,46,26]
[37,34,5];[124,57,14]
[-15,88,1];[97,40,11]
[3,160,18];[231,149,11]
[-16,85,2];[96,43,9]
[-9,153,-54];[144,130,121]
[-12,84,-1];[34,16,6]
[69,146,6];[117,94,76]
[-12,83,-1];[30,13,3]
[14,91,-45];[70,24,1]
[31,185,-64];[53,32,13]
[-12,85,-1];[35,15,8]
[29,161,-78];[20,20,18]
[-7,6,-7];[48,30,16]
[-61,15,-9];[216,164,81]
[-4,89,-8];[105,39,7]
[-21,15,2];[155,93,54]
[-12,81,-1];[22,8,5]
[32,84,6];[65,31,6]
[-4,78,-7];[71,31,5]
[39,113,-40];[54,18,6]
[-8,127,-16];[31,7,0]
[23,65,-47];[55,23,2]
[-4,106,-6];[77,29,6]
[-4,103,-32];[44,20,8]
[67,146,10];[124,109,90]
[-4,79,-6];[76,32,7]
[-42,4,-46];[42,33,24]
[-4,79,-7];[75,29,5]
[-8,105,-1];[50,20,9]
[-8,102,-1];[20,16,13]
[-9,77,-2];[66,23,6]
[14,70,16];[37,17,6]
[17,174,-69];[131,105,72]
[-10,80,-1];[33,12,7]
[-12,129,2];[50,24,9]
[-11,77,-2];[41,13,10]
[7,219,-26];[248,194,24]
[-10,80,-2];[33,12,7]
[-12,174,-14];[94,41,1]
[-9,81,-2];[7,7,5]
[-9,0,66];[93,77,64]
[-6,40,-41];[50,22,8]
[2,130,-48];[34,21,13]
[6,-1,76];[123,95,58]
[-4,86,-4];[52,25,8]
[5,141,-59];[62,51,49]
[5,36,-33];[55,29,16]
[-3,86,-4];[41,21,10]
[56,184,13];[225,147,13]
[-3,85,-5];[53,19,7]
[-5,160,-7];[22,18,19]
[-3,100,-7];[19,13,13]
[-17,90,5];[40,21,7]
[-5,85,-12];[9,10,14]
[-62,5,-47];[40,37,20]
[27,73,-48];[27,10,2]
[18,223,-22];[251,221,11]
[-17,90,4];[67,31,15]
[50,104,-11];[45,25,14]
[0,92,24];[108,37,7]
[-5,73,-5];[80,30,5]
[1,134,-48];[25,20,14]
[-4,76,-5];[17,8,3]
[-28,112,-35];[26,16,14]
[-5,74,-5];[73,31,9]
[6,74,22];[106,49,6]
[-5,80,-9];[114,44,6]
[-4,81,-9];[115,47,8]
[18,174,-67];[132,101,73]
[14,164,15];[112,49,18]
[58,128,-58];[95,69,54]
[82,151,-36];[134,108,81]
[-4,81,-8];[91,36,6]
[-4,80,-8];[87,31,4]
[52,185,-63];[155,125,97]
[-4,79,-5];[59,22,4]
[-5,77,-4];[25,16,11]
[-15,70,11];[133,64,9]
[-5,76,-4];[17,8,3]
[80,150,-55];[87,27,3]
[7,89,25];[203,97,11]
[38,113,-41];[76,29,9]
[-5,84,-10];[41,14,3]
[-16,174,-16];[28,28,30]
[-5,82,-10];[123,52,8]
[-7,80,-3];[14,10,9]
[45,188,16];[111,40,12]
[12,1,42];[73,59,48]
[-7,78,-3];[22,12,3]
[36,221,-23];[200,104,18]
[1,14,8];[71,44,25]
[56,132,-7];[96,74,60]
[-65,13,23];[65,38,31]
[-39,13,33];[165,111,49]
[-6,81,-3];[41,18,8]
[-2,113,-36];[20,15,9]
[-5,80,-4];[63,25,6]
[7,218,-14];[242,149,18]
[-25,120,-36];[161,67,13]
[-19,103,-23];[54,22,1]
[-5,79,-4];[51,19,4]
[34,135,14];[90,54,22]
[-4,13,16];[196,143,99]
[-10,99,17];[98,36,0]
[-4,89,-10];[113,41,0]
[-14,113,3];[120,45,6]
[-68,5,-72];[35,30,27]
[-57,13,24];[207,154,84]
[74,163,-54];[150,62,12]
[-4,81,-5];[67,24,7]
[-4,80,-5];[65,27,8]
[3,158,18];[238,135,14]
[-12,184,-26];[117,53,17]
[-4,101,-11];[112,41,11]
[48,145,-77];[114,92,71]
[-7,86,-1];[52,20,9]
[65,195,-34];[252,148,15]
[56,139,8];[94,70,57]
[-6,87,-2];[58,24,12]
[-7,86,-2];[52,20,9]
[-21,16,-25];[78,53,23]
[-5,87,-9];[45,15,4]
[-10,124,0];[29,16,10]
[-4,95,-9];[30,17,9]
[-3,99,-6];[14,14,12]
[31,128,-53];[68,52,29]
[15,44,-40];[58,30,16]
[-3,103,-4];[56,23,6]
[-5,91,-11];[124,49,7]
[8,127,-49];[52,26,13]
[-4,88,-10];[99,38,9]
[-6,92,23];[221,106,17]
[-4,88,-11];[122,50,10]
[46,84,-3];[53,22,0]
[15,0,61];[130,116,103]
[80,136,-31];[121,93,72]
[55,125,-29];[77,55,34]
[-3,91,-7];[80,30,5]
[-3,93,-4];[62,25,9]
[2,194,-55];[126,47,6]
[80,135,-25];[107,85,61]
[-3,92,-5];[64,26,7]
[57,148,18];[110,82,60]
[-3,91,-5];[68,28,3]
[65,174,12];[250,243,224]
[-13,65,-26];[12,13,8]
[-14,88,0];[96,36,8]
[-14,89,0];[58,19,2]
[-10,195,-19];[193,90,13]
[-4,91,-7];[94,39,9]
[15,202,-58];[30,16,16]
[-3,92,-7];[78,28,1]
[75,128,-33];[96,74,53]
[35,45,-32];[32,24,11]
[-4,97,-6];[14,14,12]
[-3,96,-6];[16,14,15]
[-7,156,-13];[73,37,15]
[-14,102,1];[17,12,6]
[-14,101,1];[36,20,5]
[52,102,-26];[97,36,5]
[15,128,19];[126,43,13]
[-14,91,0];[54,25,9]
[30,107,-48];[93,33,7]
[-13,88,-1];[59,20,5]
[-4,95,-7];[40,18,4]
[34,80,0];[34,16,6]
[-4,95,-8];[45,17,13]
[-3,95,-4];[54,25,9]
[57,155,-71];[124,100,72]
[-3,95,-5];[56,24,9]
[46,63,-37];[67,35,14]
[-3,94,-4];[54,21,4]
[33,78,11];[186,80,6]
[-17,88,5];[69,32,13]
[-17,87,5];[97,42,3]
[-17,87,4];[147,70,16]
[-4,94,-3];[58,24,14]
[-38,15,-23];[168,152,126]
[-17,88,3];[145,62,8]
[52,94,-13];[31,18,9]
[-6,182,-60];[42,40,41]
[-12,174,-55];[76,42,14]
[-17,89,4];[78,34,9]
[-40,15,-34];[120,91,59]
[-16,89,3];[58,26,11]
[57,194,2];[73,31,7]
[-3,95,-6];[37,17,10]
[8,199,-53];[53,21,0]
[-10,61,14];[80,36,9]
[-17,20,3];[56,39,58]
[-3,81,-16];[31,12,5]
[-3,94,-6];[65,29,7]
[-4,52,-2];[71,34,8]
[17,175,-68];[130,102,78]
[-35,19,18];[210,156,96]
[-4,96,-2];[45,21,8]
[54,172,-58];[44,37,31]
[-3,89,-3];[29,20,11]
[-3,89,-4];[35,20,13]
[27,72,15];[138,55,5]
[-3,88,-4];[20,11,16]
[-4,88,-2];[14,13,19]
[-29,110,-26];[161,109,59]
[-1,37,-43];[47,29,19]
[-4,87,-3];[16,13,6]
[43,47,-6];[86,30,3]
[39,69,-44];[110,47,4]
[20,133,-57];[83,67,42]
[-13,95,0];[67,19,0]
[-26,136,-22];[205,112,32]
[-6,142,11];[92,28,0]
[-22,0,60];[103,86,66]
[1,172,14];[206,99,0]
[-4,91,-9];[105,37,2]
[-4,100,-34];[12,10,11]
[-4,91,-10];[97,27,1]
[14,45,12];[78,44,19]
[-3,100,-4];[14,15,10]
[31,175,-71];[161,140,111]
[-7,155,-14];[39,25,16]
[-4,85,-9];[25,15,6]
[14,181,-70];[131,107,83]
[-3,98,-5];[12,14,13]
[25,148,19];[236,130,28]
[-9,94,-19];[77,35,10]
[-3,97,-4];[13,13,13]
[-6,66,-19];[72,30,5]
[-3,96,-5];[16,14,15]
[-16,71,-36];[23,8,3]
[-6,91,-1];[44,22,9]
[65,163,-64];[28,18,17]
[27,176,-67];[147,114,83]
[-7,92,-1];[52,21,1]
[79,167,-32];[234,216,192]
[26,206,-59];[40,31,24]
[-4,95,-11];[17,17,9]
[-18,114,-19];[36,22,11]
[-6,88,-1];[22,14,3]
[34,151,16];[132,51,4]
[-19,163,-18];[237,142,26]
[-3,104,-5];[69,28,8]
[-11,123,-35];[79,34,13]
[-3,104,-6];[71,29,7]
[-13,182,-20];[160,69,12]
[35,42,-25];[53,28,6]
[61,199,-3];[248,164,29]
[-48,5,-49];[46,38,25]
[-4,86,-8];[11,11,13]
[12,190,-66];[149,125,99]
[32,56,-45];[63,33,9]
[49,64,-28];[20,16,15]
[5,36,-27];[55,32,14]
[-4,85,-8];[32,18,9]
[-3,100,-3];[12,14,9]
[-3,98,-3];[19,10,11]
[-55,7,-65];[40,33,27]
[-4,87,-7];[30,20,11]
[-4,87,-8];[34,24,14]
[-73,14,-1];[118,62,29]
[-4,95,-2];[60,24,8]
[68,198,-13];[253,184,18]
[-4,95,-3];[61,24,8]
[62,190,-44];[240,146,20]
[72,191,-26];[242,156,19]
[-4,91,-12];[121,49,11]
[39,80,-1];[43,14,0]
[46,106,-3];[68,27,7]
[-2,155,12];[146,78,29]
[-3,104,-4];[63,27,1]
[74,154,2];[176,159,129]
[-7,13,14];[202,152,101]
[56,187,10];[213,122,7]
[-3,88,-5];[19,14,11]
[1,10,3];[35,22,6]
[13,0,67];[82,65,49]
[-3,85,-6];[55,21,11]
[52,89,-28];[23,16,10]
[-2,202,-45];[167,61,1]
[-65,5,-46];[49,37,23]
[-9,162,-46];[100,53,27]
[-4,99,-8];[30,21,3]
[-4,99,-9];[26,16,4]
[38,100,-41];[20,15,9]
[51,108,-15];[116,43,11]
[-4,105,-4];[66,28,9]
[20,61,14];[52,29,11]
[-6,95,-1];[56,21,15]
[-4,98,-9];[22,19,10]
[-4,98,-10];[40,20,9]
[65,153,19];[217,203,174]
[-4,97,-10];[18,13,17]
[-15,12,38];[181,151,81]
[13,78,-46];[93,36,6]
[-49,16,22];[183,140,98]
[-5,86,-2];[57,23,14]
[-5,87,-2];[39,16,8]
[-3,91,-4];[62,27,7]
[-3,90,-3];[52,24,12]
[-14,128,-35];[20,20,12]
[17,126,21];[173,58,13]
[-9,91,-1];[28,15,9]
[-12,192,-36];[161,77,5]
[-4,99,-10];[96,40,7]
[-3,96,-7];[15,16,8]
[-73,17,13];[196,143,63]
[34,99,-47];[69,32,13]
[69,143,-61];[20,18,6]
[-3,95,-7];[28,18,6]
[-4,92,-11];[115,42,7]
[-5,94,-2];[55,24,6]
[-4,44,-41];[30,17,9]
[-4,101,-7];[103,47,10]
[43,201,11];[252,209,9]
[28,224,-18];[236,171,29]
[13,0,32];[27,22,18]
[44,218,-20];[236,174,1]
[6,36,4];[72,32,6]
[-7,0,74];[85,68,52]
[-4,106,-7];[103,39,11]
[-4,172,-68];[141,115,88]
[-4,105,-7];[83,30,0]
[70,126,-30];[42,35,29]
[-6,90,-1];[23,16,8]
[-4,150,12];[132,55,13]
[-6,76,-37];[75,30,7]
[-7,91,-1];[32,19,11]
[78,144,-9];[113,90,74]
[17,182,-67];[140,114,91]
[-7,90,-1];[13,11,14]
[-3,146,-58];[103,93,81]
[-4,105,-3];[57,24,9]
[17,106,-45];[6,8,7]
[-69,5,-48];[48,36,20]
[-5,104,-2];[56,22,10]
[-32,15,-18];[118,129,115]
[-8,89,-1];[22,17,14]
[54,204,1];[221,127,13]
[-8,87,-1];[44,18,21]
[-8,86,-1];[47,19,7]
[32,85,14];[38,30,19]
[-9,88,-1];[43,20,14]
[31,129,16];[167,70,1]
[-3,91,-6];[61,23,2]
[-7,102,-1];[19,14,10]
[54,92,-24];[21,16,13]
[3,4,11];[48,34,21]
[-10,48,-27];[15,5,3]
[-46,14,-3];[208,168,96]
[-6,94,-1];[57,20,2]
[-7,93,-1];[54,20,11]
[30,116,-45];[9,11,6]
[33,207,-55];[75,59,43]
[-3,103,-7];[88,35,1]
[-8,138,-36];[88,38,13]
[27,173,-71];[160,140,113]
[-10,95,-1];[52,19,10]
[-7,165,-8];[111,39,1]
[-7,166,-9];[119,57,10]
[0,102,-40];[38,18,7]
[13,80,18];[56,29,12]
[-10,94,-1];[53,20,11]
[-11,94,-1];[55,21,12]
[-12,80,-20];[104,43,0]
[27,199,-62];[64,30,20]
[-11,93,-1];[48,18,8]
[52,82,-28];[104,35,2]
[-7,97,-1];[32,15,8]
[25,72,15];[123,49,2]
[10,75,-45];[100,38,1]
[-10,73,-20];[52,27,7]
[-5,87,-36];[71,30,12]
[-8,96,-1];[53,21,8]
[-41,15,-32];[135,100,58]
[-9,97,-1];[26,17,12]
[40,119,5];[83,32,15]
[-9,95,-1];[50,21,13]
[46,160,-76];[141,115,88]
[-11,97,-1];[31,17,14]
[-5,99,-1];[13,15,10]
[62,147,14];[117,87,61]
[-4,100,-2];[14,16,15]
[-22,20,-2];[95,72,41]
[-10,154,-57];[118,109,110]
[-26,128,-30];[117,46,18]
[-4,99,-2];[12,14,13]
[-12,179,-52];[178,74,9]
[-10,90,-1];[13,12,10]
[34,221,-7];[115,70,13]
[58,209,-20];[172,99,20]
[-11,159,-36];[33,32,28]
[32,130,-60];[77,60,40]
[-11,92,-1];[40,15,11]
[-12,95,-1];[66,21,0]
[39,181,-65];[21,18,13]
[-1,24,-10];[65,64,44]
[68,178,-14];[23,12,8]
[-10,102,0];[30,17,11]
[-61,14,1];[226,171,91]
[40,172,-73];[170,145,115]
[-30,15,-18];[149,178,182]
[24,209,-55];[215,107,6]
[-10,100,-1];[14,12,13]
[21,72,15];[71,25,1]
[-38,14,-9];[47,91,78]
[-11,98,-1];[15,16,11]
[31,45,-37];[29,16,7]
[-5,97,-1];[25,16,7]
[1,145,17];[194,75,7]
[-5,96,-2];[49,23,8]
[47,51,-17];[81,32,2]
[-71,17,11];[194,147,77]
[59,162,-69];[158,136,112]
[-56,14,24];[182,127,62]
[-9,103,-1];[37,19,5]
[43,97,-38];[50,23,16]
[-9,102,-1];[28,15,9]
[-10,103,-1];[46,22,9]
[20,31,-13];[62,35,16]
[-11,88,-1];[46,19,2]
[15,30,-15];[61,35,18]
[32,170,-77];[162,141,112]
[-12,86,-1];[78,31,11]
[-12,101,0];[19,16,11]
[32,90,10];[31,23,12]
[10,107,-45];[83,29,1]
[11,213,-48];[130,84,32]
[-12,100,-1];[18,14,11]
[33,72,-2];[68,23,4]
[53,170,-63];[114,90,64]
[49,138,1];[56,41,38]
[75,143,-7];[119,94,72]
[9,119,-48];[7,11,10]
[-17,95,-34];[34,18,5]
[-12,99,-1];[16,15,10]
[-71,14,5];[199,145,71]
[-4,100,-10];[104,40,13]
[0,50,2];[76,34,9]
[-4,95,-12];[14,13,8]
[41,138,-73];[92,74,54]
[50,200,7];[125,71,33]
[-4,94,-13];[25,21,9]
[3,35,-4];[69,37,16]
[-9,141,8];[24,19,15]
[-15,111,6];[17,7,8]
[-54,14,-3];[223,168,88]
[-7,204,-28];[186,67,0]
[-4,93,-13];[56,23,6]
[-3,89,-7];[74,22,0]
[-5,143,-41];[30,23,30]
[-48,15,-15];[188,137,72]
[-10,100,17];[153,80,37]
[-5,98,-1];[12,12,10]
[-70,7,-22];[33,26,18]
[-3,189,-58];[153,67,14]
[29,217,-45];[86,69,49]
[-4,99,-7];[25,19,7]
[-3,99,-7];[13,15,12]
[-82,14,-7];[156,111,52]
[-13,101,0];[55,25,23]
[-4,100,-8];[52,34,10]
[36,114,-42];[79,36,19]
[-16,104,-22];[24,9,2]
[-26,100,-31];[27,6,3]
[-13,92,0];[84,29,8]
[-13,91,0];[92,38,10]
[-38,18,18];[216,156,67]
[-65,14,18];[196,151,86]
[0,143,-52];[86,80,68]
[-14,92,0];[75,29,6]
[54,132,-8];[85,66,49]
[-13,91,-1];[66,30,6]
[-60,7,-59];[41,34,24]
[-5,85,-35];[69,27,11]
[-13,90,-1];[61,30,12]
[19,196,-66];[82,48,23]
[-5,116,-1];[12,14,11]
[-4,86,-3];[42,24,12]
[38,45,-31];[59,34,14]
[-5,85,-3];[54,20,10]
[-9,87,-1];[46,22,10]
[33,223,-21];[196,112,13]
[-10,88,-1];[45,17,14]
[-16,103,7];[17,12,18]
[-73,4,-31];[64,47,29]
[-11,86,-1];[39,14,7]
